date,ad_id,ad_name,platform,cohort,spend_cents,impressions,clicks,conversions,attributed_revenue_cents,observed_roas,baseline_forecast_roas,model_forecast_roas
2026-04-21,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,27143,23583,283,5,34312,1.26412,,
2026-04-22,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,31466,27333,328,5,37604,1.195068,,
2026-04-23,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,34066,29583,355,6,45337,1.330858,,
2026-04-24,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,35716,31000,372,7,51883,1.452654,,
2026-04-25,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,36659,31833,382,7,50784,1.385308,,
2026-04-26,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,34453,29917,359,7,50927,1.478159,,
2026-04-27,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,30209,26250,315,5,40215,1.331226,,
2026-04-28,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,30345,26333,316,5,37394,1.232295,,
2026-04-29,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,29028,25167,302,5,37745,1.300296,,
2026-04-30,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,34723,30167,362,6,48874,1.40754,,
2026-05-01,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,36713,31833,382,7,49566,1.350094,,
2026-05-02,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,36788,31917,383,6,48510,1.318637,,
2026-05-03,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,32471,28167,338,6,43573,1.341905,,
2026-05-04,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,26897,23333,280,4,33258,1.236495,,
2026-05-05,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,21159,18333,220,3,24175,1.14254,,
2026-05-06,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,26495,23000,276,4,32056,1.209889,,
2026-05-07,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,30972,26917,323,5,39546,1.276831,,
2026-05-08,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,30568,26500,318,5,37755,1.235115,,
2026-05-09,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,31161,27083,325,5,40737,1.307307,,
2026-05-10,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,30364,26333,316,5,38916,1.281649,,
2026-05-11,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,23648,20500,246,4,30304,1.281461,,
2026-05-12,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,25680,22333,268,4,32392,1.261371,,
2026-05-13,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,26501,23000,276,4,32244,1.216709,,
2026-05-14,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,26965,23417,281,4,33620,1.246801,,
2026-05-15,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,31952,27750,333,5,40459,1.266243,,
2026-05-16,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,31877,27667,332,6,42750,1.341092,,
2026-05-17,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,32925,28583,343,6,42874,1.302172,,
2026-05-18,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,30029,26083,313,5,36532,1.216557,,
2026-05-19,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,29148,25333,304,5,35852,1.229999,,
2026-05-20,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,28385,24667,296,5,34368,1.21078,,
2026-05-21,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,31600,27417,329,6,42455,1.343513,,
2026-05-22,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,35664,31000,372,7,50021,1.402563,,
2026-05-23,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,39396,34167,410,7,56281,1.428597,,
2026-05-24,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,37001,32083,385,7,52668,1.423421,,
2026-05-25,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,33081,28750,345,6,45992,1.390284,,
2026-05-26,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,28006,24333,292,5,35045,1.251339,,
2026-05-27,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,29841,25917,311,5,40380,1.353172,,
2026-05-28,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,32142,27917,335,6,43026,1.338622,,
2026-05-29,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,36067,31333,376,7,51138,1.417861,,
2026-05-30,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,35867,31167,374,7,50752,1.415005,,
2026-05-31,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,33215,28833,346,6,43456,1.308325,,
2026-06-01,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,29404,25500,306,5,36798,1.251462,,
2026-06-02,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,26233,22750,273,4,31238,1.19079,,
2026-06-03,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,26493,23000,276,4,33465,1.263164,,
2026-06-04,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,29792,25833,310,5,37859,1.270777,,
2026-06-05,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,33391,29000,348,6,42298,1.266749,,
2026-06-06,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,32490,28167,338,6,43290,1.33241,,
2026-06-07,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,31123,27000,324,5,38485,1.236545,,
2026-06-08,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,26307,22833,274,4,32134,1.2215,,
2026-06-09,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,24677,21417,257,4,27010,1.094541,,
2026-06-10,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,26075,22667,272,4,30145,1.156088,,
2026-06-11,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,28050,24333,292,5,37169,1.325098,,
2026-06-12,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,32206,27917,335,6,42301,1.313451,,
2026-06-13,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,33512,29083,349,6,43892,1.30974,,
2026-06-14,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,29324,25417,305,5,38253,1.304495,,
2026-06-15,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,25725,22333,268,4,30649,1.191409,,
2026-06-16,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,26394,22917,275,4,32736,1.240282,,
2026-06-17,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,29093,25250,303,5,36242,1.245729,,
2026-06-18,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,32110,27833,334,5,41750,1.300218,,
2026-06-19,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,36619,31750,381,6,47585,1.299462,,
2026-06-20,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,35935,31167,374,6,49386,1.374315,,
2026-06-21,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,32383,28083,337,6,43175,1.333261,,
2026-06-22,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,34245,29750,357,6,45561,1.330442,,
2026-06-23,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,27808,24167,290,5,36477,1.311745,,
2026-06-24,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,30250,26250,315,5,36275,1.199174,,
2026-06-25,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,32374,28083,337,5,39887,1.232069,,
2026-06-26,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,39715,34500,414,7,55848,1.406219,,
2026-06-27,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,37312,32417,389,7,55034,1.474968,,
2026-06-28,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,33666,29250,351,6,47561,1.412731,,
2026-06-29,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,28389,24667,296,5,36110,1.271972,,
2026-06-30,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,27967,24250,291,5,36486,1.304609,,
2026-07-01,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,30409,26417,317,5,35543,1.168832,,
2026-07-02,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,29213,25333,304,5,38884,1.331051,,
2026-07-03,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,36619,31750,381,6,47914,1.308446,,
2026-07-04,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,33889,29417,353,7,49753,1.468116,,
2026-07-05,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,31464,27333,328,5,40398,1.283944,,
2026-07-06,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,27329,23750,285,4,31804,1.163745,,
2026-07-07,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,24898,21583,259,4,30748,1.234959,,
2026-07-08,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,27578,23917,287,4,31888,1.156284,,
2026-07-09,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,25327,22000,264,4,32323,1.276227,,
2026-07-10,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,34455,29917,359,6,45903,1.332259,,
2026-07-11,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,33218,28833,346,6,43587,1.31215,,
2026-07-12,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,30703,26667,320,5,36409,1.185845,,
2026-07-13,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,27596,23917,287,5,34502,1.250254,,
2026-07-14,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,25326,22000,264,4,28406,1.121614,,
2026-07-15,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,26352,22833,274,4,32097,1.21801,,
2026-07-16,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,29910,26000,312,5,39063,1.306018,,
2026-07-17,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,35299,30667,368,6,46872,1.327856,,
2026-07-18,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,35682,31000,372,6,49218,1.379351,,
2026-07-19,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,31208,27083,325,6,41918,1.343181,,
2026-07-20,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,30115,26167,314,5,39690,1.317948,,
2026-07-21,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,31255,27167,326,5,40103,1.283091,,
2026-07-22,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,32503,28250,339,5,39880,1.226964,,
2026-07-23,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,35216,30583,367,6,44218,1.255622,,
2026-07-24,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,38431,33333,400,7,53883,1.402071,,
2026-07-25,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,38946,33833,406,7,50595,1.299106,,
2026-07-26,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,34862,30250,363,6,47250,1.355344,,
2026-07-27,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,26885,23333,280,5,35898,1.335243,,
2026-07-28,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,30547,26500,318,5,37801,1.23747,,
2026-07-29,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,31570,27417,329,5,39711,1.257871,,
2026-07-30,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,34729,30167,362,6,43189,1.2436,,
2026-07-31,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,36306,31500,378,7,50484,1.390514,,
2026-08-01,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,development,36775,31917,383,7,51967,1.413107,,
2026-08-02,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,holdout,33416,29000,348,6,43185,1.292345,1.28954,1.339972
2026-08-03,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,holdout,29585,25667,308,5,39370,1.330742,1.28954,1.287933
2026-08-04,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,holdout,26962,23417,281,4,31748,1.177509,1.28954,1.246556
2026-08-05,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,holdout,25718,22333,268,5,34539,1.342989,1.28954,1.225496
2026-08-06,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,holdout,28896,25083,301,5,36422,1.260451,1.28954,1.265298
2026-08-07,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,holdout,32554,28250,339,6,43608,1.339559,1.28954,1.313323
2026-08-08,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,holdout,32847,28500,342,6,44312,1.349043,1.28954,1.321191
2026-08-09,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,holdout,30780,26750,321,5,38955,1.265595,1.28954,1.296398
2026-08-10,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,holdout,27547,23917,287,4,32900,1.194322,1.28954,1.251085
2026-08-11,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,holdout,22496,19500,234,4,26701,1.186922,1.28954,1.179372
2026-08-12,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,holdout,26957,23417,281,4,30962,1.14857,1.28954,1.232135
2026-08-13,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,holdout,30883,26833,322,5,39840,1.29003,1.28954,1.282568
2026-08-14,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,holdout,33766,29333,352,6,44626,1.321625,1.28954,1.323879
2026-08-15,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,holdout,32366,28083,337,6,45887,1.417753,1.28954,1.315963
2026-08-16,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,holdout,31814,27583,331,6,44440,1.396869,1.28954,1.311588
2026-08-17,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,holdout,27937,24250,291,5,35840,1.282886,1.28954,1.262209
2026-08-18,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,holdout,29469,25583,307,5,36258,1.230378,1.28954,1.274955
2026-08-19,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,holdout,29085,25250,303,5,38390,1.319924,1.28954,1.269397
2026-08-20,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,holdout,31997,27750,333,6,43147,1.34847,1.28954,1.309022
2026-08-21,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,holdout,35373,30667,368,7,51323,1.450909,1.28954,1.356636
2026-08-22,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,holdout,37933,32917,395,7,56435,1.487755,1.28954,1.392435
2026-08-23,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,holdout,37045,32167,386,7,53183,1.435632,1.28954,1.385121
2026-08-24,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,holdout,32524,28250,339,6,44439,1.366345,1.28954,1.331182
2026-08-25,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,holdout,29883,25917,311,5,36768,1.230399,1.28954,1.294313
2026-08-26,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,holdout,30505,26500,318,5,38459,1.260744,1.28954,1.298775
2026-08-27,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,holdout,35034,30417,365,6,48664,1.389051,1.28954,1.353263
2026-08-28,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,holdout,36421,31583,379,7,53092,1.45773,1.28954,1.375758
2026-08-29,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,holdout,34766,30167,362,6,48810,1.403958,1.28954,1.363461
2026-08-30,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,holdout,35395,30750,369,6,45626,1.289052,1.28954,1.369194
2026-08-31,SYN-TIKT-02,Generated short-form concept B,TikTok Ads,holdout,31020,26917,323,5,40147,1.29423,1.28954,1.312644
2026-01-04,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,28442,21846,284,5,42299,1.487202,,
2026-01-05,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,24581,18923,246,4,32709,1.330662,,
2026-01-06,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,22130,17000,221,4,29131,1.316358,,
2026-01-07,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,22973,17692,230,4,31125,1.354851,,
2026-01-08,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,25061,19308,251,5,35497,1.416424,,
2026-01-09,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,27729,21308,277,5,38363,1.383497,,
2026-01-10,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,27915,21462,279,5,42117,1.508759,,
2026-01-11,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,26066,20077,261,5,37946,1.455766,,
2026-01-12,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,22857,17615,229,4,29049,1.270902,,
2026-01-13,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,23657,18231,237,4,30867,1.304772,,
2026-01-14,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,26710,20538,267,4,34400,1.287907,,
2026-01-15,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,28632,22000,286,5,39156,1.367561,,
2026-01-16,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,31775,24462,318,6,47611,1.498379,,
2026-01-17,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,32792,25231,328,6,49769,1.517718,,
2026-01-18,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,28021,21538,280,5,40811,1.456443,,
2026-01-19,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,27171,20923,272,5,37884,1.394281,,
2026-01-20,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,24952,19231,250,4,34554,1.384819,,
2026-01-21,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,27905,21462,279,5,42684,1.529618,,
2026-01-22,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,31165,24000,312,6,48252,1.548275,,
2026-01-23,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,35924,27615,359,7,58754,1.635508,,
2026-01-24,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,31775,24462,318,6,50854,1.600441,,
2026-01-25,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,28134,21615,281,5,41511,1.475475,,
2026-01-26,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,25947,19923,259,5,37170,1.432536,,
2026-01-27,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,25328,19462,253,5,35841,1.415074,,
2026-01-28,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,29544,22692,295,5,42716,1.445843,,
2026-01-29,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,29451,22692,295,6,43826,1.488099,,
2026-01-30,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,31127,23923,311,6,47242,1.517718,,
2026-01-31,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,33420,25692,334,6,48763,1.459096,,
2026-02-01,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,26371,20308,264,5,37606,1.426036,,
2026-02-02,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,22919,17615,229,4,31967,1.394782,,
2026-02-03,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,25372,19538,254,4,33447,1.318264,,
2026-02-04,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,24011,18462,240,4,34131,1.421473,,
2026-02-05,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,27601,21231,276,5,39287,1.42339,,
2026-02-06,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,31415,24154,314,6,44765,1.424956,,
2026-02-07,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,28299,21769,283,5,39211,1.385597,,
2026-02-08,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,27017,20769,270,5,36856,1.364178,,
2026-02-09,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,21571,16615,216,4,28351,1.314311,,
2026-02-10,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,22689,17462,227,4,30977,1.365287,,
2026-02-11,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,23517,18077,235,4,31384,1.334524,,
2026-02-12,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,28719,22077,287,5,38510,1.340924,,
2026-02-13,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,30492,23462,305,6,48927,1.604585,,
2026-02-14,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,30980,23846,310,6,46114,1.488509,,
2026-02-15,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,28207,21692,282,5,40798,1.446379,,
2026-02-16,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,26296,20231,263,5,35636,1.355187,,
2026-02-17,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,26286,20231,263,4,35236,1.340485,,
2026-02-18,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,25184,19385,252,5,36600,1.453304,,
2026-02-19,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,31091,23923,311,6,45544,1.464861,,
2026-02-20,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,34968,26923,350,7,55132,1.576642,,
2026-02-21,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,35347,27154,353,7,54110,1.530823,,
2026-02-22,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,28908,22231,289,6,43303,1.497959,,
2026-02-23,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,25868,19923,259,5,35535,1.373705,,
2026-02-24,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,25058,19308,251,5,36915,1.473182,,
2026-02-25,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,29793,22923,298,6,43786,1.469674,,
2026-02-26,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,33200,25538,332,7,53489,1.611114,,
2026-02-27,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,32343,24846,323,7,51790,1.601274,,
2026-02-28,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,30730,23615,307,6,47943,1.560137,,
2026-03-01,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,29628,22769,296,6,43716,1.475496,,
2026-03-02,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,23920,18385,239,4,34161,1.428135,,
2026-03-03,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,24945,19154,249,4,34062,1.365484,,
2026-03-04,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,25854,19923,259,5,37248,1.440706,,
2026-03-05,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,27893,21462,279,5,40463,1.450651,,
2026-03-06,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,30191,23231,302,6,45390,1.503428,,
2026-03-07,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,28079,21615,281,5,42121,1.500089,,
2026-03-08,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,26853,20692,269,5,37576,1.399322,,
2026-03-09,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,22729,17462,227,4,30632,1.347706,,
2026-03-10,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,20477,15769,205,3,27191,1.32788,,
2026-03-11,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,24541,18846,245,5,35436,1.443951,,
2026-03-12,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,27591,21231,276,5,41426,1.501432,,
2026-03-13,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,29840,22923,298,5,42968,1.439946,,
2026-03-14,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,27641,21231,276,5,41129,1.487971,,
2026-03-15,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,25846,19846,258,5,36134,1.39805,,
2026-03-16,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,25027,19231,250,4,33724,1.347505,,
2026-03-17,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,24045,18462,240,4,31734,1.319775,,
2026-03-18,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,26904,20692,269,5,39653,1.47387,,
2026-03-19,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,29134,22385,291,6,45003,1.54469,,
2026-03-20,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,33270,25615,333,7,54604,1.641238,,
2026-03-21,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,31546,24231,315,6,49238,1.560832,,
2026-03-22,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,28400,21846,284,5,41800,1.471831,,
2026-03-23,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,26914,20692,269,5,37929,1.409267,,
2026-03-24,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,26393,20308,264,5,37826,1.433183,,
2026-03-25,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,29198,22462,292,5,43173,1.478629,,
2026-03-26,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,33699,25923,337,7,52132,1.54699,,
2026-03-27,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,34664,26692,347,7,56078,1.617759,,
2026-03-28,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,32522,25000,325,6,50531,1.553748,,
2026-03-29,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,29958,23077,300,6,45115,1.505942,,
2026-03-30,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,29294,22538,293,5,42194,1.440363,,
2026-03-31,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,25125,19308,251,4,34169,1.35996,,
2026-04-01,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,25217,19385,252,5,36397,1.443352,,
2026-04-02,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,29465,22692,295,6,43731,1.484168,,
2026-04-03,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,31556,24308,316,6,49484,1.568133,,
2026-04-04,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,30272,23308,303,6,46152,1.524577,,
2026-04-05,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,29400,22615,294,5,38195,1.29915,,
2026-04-06,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,26791,20615,268,5,36797,1.373484,,
2026-04-07,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,22363,17231,224,4,29011,1.297277,,
2026-04-08,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,21543,16538,215,4,28853,1.339321,,
2026-04-09,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,27597,21231,276,5,37626,1.363409,,
2026-04-10,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,30939,23769,309,6,46679,1.508743,,
2026-04-11,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,27094,20846,271,5,39699,1.465232,,
2026-04-12,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,26437,20308,264,5,37592,1.421947,,
2026-04-13,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,22738,17462,227,4,31364,1.379365,,
2026-04-14,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,21478,16538,215,4,28640,1.333457,,
2026-04-15,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,26168,20154,262,5,35808,1.368389,,
2026-04-16,SYN-TIKT-03,Generated creator concept A,TikTok Ads,development,28491,21923,285,6,43362,1.521954,,
