account_id,cohort,tenure_months,usage_change_90d,communication_gap_days,billing_change,delivered_performance_index,support_contacts_90d,monthly_revenue,churned_120d,lead_time_days,model_probability
SYN-03846,development,38,-0.2851,22,0,0.5479,1,1124.34,1,75,0.185379
SYN-03847,development,56,0.2425,28,0,0.7848,0,684.59,0,0,0.072794
SYN-03848,development,78,-0.3296,29,0,0.8843,4,2828.4,0,0,0.164707
SYN-03849,development,84,-0.1225,29,0,0.7359,1,806.16,0,0,0.118746
SYN-03850,development,60,0.0096,28,1,1.25,1,1766.35,0,0,0.131034
SYN-03851,development,14,-0.55,42,0,0.9845,0,4914.58,0,0,0.22061
SYN-03852,development,50,0.0238,36,0,0.8909,1,984.65,0,0,0.107406
SYN-03853,development,18,-0.1748,1,0,0.9085,0,1132.1,0,0,0.092487
SYN-03854,development,84,0.0332,37,0,1.0429,0,5416.47,0,0,0.071611
SYN-03855,development,73,0.0127,31,0,0.9913,0,1044.17,0,0,0.079169
SYN-03856,development,75,-0.5967,4,0,0.958,3,6230.54,0,0,0.144179
SYN-03857,development,51,0.0681,46,1,1.0099,2,693.8,0,0,0.206123
SYN-03858,development,14,-0.5187,14,0,0.6706,3,475.23,0,0,0.248574
SYN-03859,development,84,0.1774,11,1,0.8708,0,1279.16,0,0,0.101202
SYN-03860,development,7,-0.0892,1,0,0.7149,1,4139.04,0,0,0.105727
SYN-03861,development,67,-0.3904,23,0,1.0253,0,2190.1,0,0,0.118482
SYN-03862,development,81,0.3028,25,0,1.0626,0,562.04,1,128,0.044773
SYN-03863,development,54,-0.4107,23,0,0.9306,2,457.19,0,0,0.161502
SYN-03864,development,77,-0.2321,39,0,0.8452,0,5054.8,0,0,0.128243
SYN-03865,development,27,-0.2272,16,0,0.9677,0,1471.48,0,0,0.109482
SYN-03866,development,36,-0.4309,26,0,0.702,0,7565.78,0,0,0.178707
SYN-03867,development,9,-0.2562,4,0,0.8444,6,2859.28,1,113,0.169986
SYN-03868,development,37,-0.7811,43,0,0.6975,1,4677.13,0,0,0.342152
SYN-03869,development,28,-0.1979,49,0,1.0814,0,369.91,0,0,0.146239
SYN-03870,development,35,-0.3117,37,1,0.9695,2,1043.14,1,53,0.305855
SYN-03871,development,83,-0.1516,49,0,0.7857,4,602.78,0,0,0.184362
SYN-03872,development,43,0.1063,12,0,0.8925,2,384.33,0,0,0.078203
SYN-03873,development,70,-0.2575,26,0,0.9845,0,1743.19,0,0,0.106839
SYN-03874,development,82,0.0037,15,1,0.8486,1,4029.92,0,0,0.140931
SYN-03875,development,58,-0.3314,35,0,0.6505,0,1967.72,0,0,0.181439
SYN-03876,development,31,0.0673,25,0,0.8043,10,893.27,1,86,0.18562
SYN-03877,development,80,-0.1032,32,0,1.0,1,1104.7,1,66,0.096572
SYN-03878,development,65,-0.2729,17,1,0.9387,2,5324.83,0,0,0.208832
SYN-03879,development,33,-0.2738,5,0,0.8014,3,1611.73,0,0,0.139106
SYN-03880,development,20,-0.3032,31,0,1.0346,0,1527.04,0,0,0.141231
SYN-03881,development,27,-0.1226,46,0,0.8217,7,3572.69,1,51,0.237058
SYN-03882,development,78,0.0494,9,1,0.8961,0,2493.46,0,0,0.114804
SYN-03883,development,33,0.1026,1,0,0.8417,5,1281.45,0,0,0.090408
SYN-03884,development,51,-0.1558,1,0,0.8894,0,1346.67,0,0,0.079816
SYN-03885,development,18,-0.3207,20,0,0.9315,1,841.6,0,0,0.149216
SYN-03886,development,69,0.1795,19,1,1.1096,0,1397.52,0,0,0.096116
SYN-03887,development,35,-0.1469,27,0,0.7433,0,1105.79,0,0,0.134239
SYN-03888,development,67,0.4115,34,0,0.841,0,682.14,0,0,0.056857
SYN-03889,development,56,-0.1181,44,0,1.0366,1,1737.22,0,0,0.12148
SYN-03890,development,52,-0.2827,38,0,1.1816,0,467.13,0,0,0.118333
SYN-03891,development,67,0.0997,39,0,0.8768,3,2296.24,0,0,0.107714
SYN-03892,development,38,0.1743,42,0,0.7887,2,774.32,1,111,0.117616
SYN-03893,development,44,-0.2675,65,0,0.8907,1,1030.1,1,60,0.22249
SYN-03894,development,80,-0.0681,16,1,0.9873,1,951.37,0,0,0.145379
SYN-03895,development,55,-0.3817,53,0,0.6828,2,2404.58,0,0,0.259862
SYN-03896,development,67,-0.3206,35,0,0.8974,1,1968.52,0,0,0.150582
SYN-03897,development,31,-0.1345,24,1,0.9405,1,1800.89,0,0,0.213406
SYN-03898,development,13,-0.1006,20,0,0.8635,0,4914.47,0,0,0.108436
SYN-03899,development,82,0.101,54,0,1.1291,2,1233.9,0,0,0.092985
SYN-03900,development,28,-0.335,47,0,0.8336,2,559.03,1,73,0.231471
SYN-03901,development,45,0.0855,26,0,0.8158,0,2177.17,0,0,0.087207
SYN-03902,development,77,-0.1486,33,0,1.0356,0,1551.46,0,0,0.094478
SYN-03903,development,68,-0.387,28,0,0.8322,1,896.58,0,0,0.159925
SYN-03904,development,55,0.1461,41,0,1.0051,1,987.32,0,0,0.086393
SYN-03905,development,14,0.512,1,0,0.8413,0,2234.78,0,0,0.038707
SYN-03906,development,15,0.0546,40,0,0.8573,2,713.16,0,0,0.137899
SYN-03907,development,43,0.0577,34,0,0.9344,0,2650.33,0,0,0.090489
SYN-03908,development,25,0.0224,1,0,0.9773,1,1869.37,1,125,0.068893
SYN-03909,development,55,0.2418,24,0,0.7878,0,2839.43,0,0,0.067154
SYN-03910,development,68,-0.4171,1,0,0.8682,3,4558.25,0,0,0.125655
SYN-03911,development,15,-0.1082,39,0,0.7329,5,795.06,1,81,0.220885
SYN-03912,development,8,0.1644,40,0,0.9369,0,3346.68,0,0,0.097056
SYN-03913,development,29,0.1547,70,0,1.0097,0,1094.24,0,0,0.12801
SYN-03914,development,56,0.0324,56,0,0.8725,0,1516.52,0,0,0.126113
SYN-03915,development,64,-0.0206,20,0,0.8664,0,1402.12,0,0,0.082795
SYN-03916,development,34,0.0894,46,1,0.8222,0,1373.75,0,0,0.217536
SYN-03917,development,43,-0.2439,57,0,1.0176,0,3027.17,0,0,0.164288
SYN-03918,development,69,-0.5867,29,0,0.896,0,3045.56,0,0,0.177989
SYN-03919,development,14,0.3131,38,0,0.8108,1,1548.39,0,0,0.093215
SYN-03920,development,47,-0.0141,4,1,0.7609,1,1858.05,0,0,0.159349
SYN-03921,development,11,-0.0713,1,0,0.9419,1,821.89,0,0,0.086733
SYN-03922,development,55,-0.0982,70,0,0.8164,1,2056.78,0,0,0.195181
SYN-03923,development,53,0.057,30,0,0.9156,0,753.26,0,0,0.086046
SYN-03924,development,46,0.3893,1,1,0.9962,2,1629.86,0,0,0.08023
SYN-03925,development,41,-0.3074,55,0,0.8704,0,5360.77,0,0,0.190989
SYN-03926,development,72,-0.4059,24,1,0.8787,6,9485.91,1,76,0.317226
SYN-03927,development,26,-0.0223,5,0,1.0077,0,1046.47,0,0,0.070422
SYN-03928,development,65,0.4246,1,0,0.9083,0,1132.96,0,0,0.033369
SYN-03929,development,53,-0.2197,2,0,0.8476,0,773.5,0,0,0.091347
SYN-03930,development,49,-0.2441,63,0,0.859,1,968.54,0,0,0.213418
SYN-03931,development,28,-0.2545,28,0,0.854,1,612.43,0,0,0.156147
SYN-03932,development,27,-0.1387,32,0,0.963,6,272.95,1,100,0.180377
SYN-03933,development,54,-0.0638,14,0,0.8987,2,1407.53,0,0,0.094284
SYN-03934,development,83,-0.1326,6,1,0.9767,0,2193.67,0,0,0.127939
SYN-03935,development,65,-0.2834,1,0,0.8614,2,834.93,0,0,0.105707
SYN-03936,development,16,0.0224,2,1,0.8676,1,3411.68,0,0,0.150276
SYN-03937,development,71,0.0371,1,0,0.7401,1,701.26,0,0,0.07028
SYN-03938,development,6,-0.4276,36,0,0.8881,3,1746.05,1,73,0.246194
SYN-03939,development,70,-0.1395,14,0,0.9044,2,457.58,1,94,0.098271
SYN-03940,development,78,0.0051,31,0,0.7614,0,2771.04,0,0,0.094138
SYN-03941,development,57,0.4524,38,1,1.0814,0,646.54,0,0,0.093574
SYN-03942,development,77,0.0944,16,0,0.7748,1,1118.19,0,0,0.074641
SYN-03943,development,84,-0.3297,24,0,0.9073,0,1370.17,0,0,0.116155
SYN-03944,development,20,-0.0413,19,0,0.8893,1,7220.39,0,0,0.097794
SYN-03945,development,55,0.1943,21,0,0.8654,2,1843.6,0,0,0.074856
SYN-03946,development,60,-0.0764,15,0,0.6889,2,1212.96,1,103,0.114323
SYN-03947,development,44,-0.2225,6,0,0.9463,1,1883.9,0,0,0.096893
SYN-03948,development,68,0.0065,1,0,1.1427,3,2203.86,0,0,0.057834
SYN-03949,development,77,0.1252,46,0,1.2064,0,1017.98,0,0,0.06717
SYN-03950,development,62,0.7033,25,0,0.8613,4,988.46,0,0,0.044874
SYN-03951,development,40,-0.3102,51,0,1.0369,0,378.96,0,0,0.170346
SYN-03952,development,6,0.089,31,0,0.9373,2,813.2,0,0,0.11388
SYN-03953,development,43,-0.1487,1,1,0.9818,0,437.08,0,0,0.146049
SYN-03954,development,51,-0.3093,21,0,1.2425,0,297.2,0,0,0.093877
SYN-03955,development,9,-0.1068,3,0,0.9352,1,1198.84,0,0,0.094169
SYN-03956,development,5,0.1842,33,0,0.9591,0,2387.83,0,0,0.086741
SYN-03957,development,73,-0.6036,41,0,0.9703,2,999.75,0,0,0.224192
SYN-03958,development,16,0.3898,4,0,0.9327,5,1430.98,0,0,0.063138
SYN-03959,development,52,-0.0801,23,1,1.0281,2,344.64,1,115,0.18523
SYN-03960,development,67,-0.2421,24,1,0.7599,6,602.64,1,104,0.324359
SYN-03961,development,37,0.165,15,0,0.8981,2,411.36,0,0,0.076709
SYN-03962,development,33,-0.0754,63,0,1.0043,0,1107.64,0,0,0.154684
SYN-03963,development,65,-0.0456,19,0,0.9643,0,1819.66,0,0,0.07654
SYN-03964,development,52,-0.1333,39,0,1.1014,1,17335.35,1,112,0.090832
SYN-03965,development,74,-0.5831,46,0,0.8561,1,1078.11,0,0,0.237083
SYN-03966,development,52,0.0995,48,0,0.9631,0,1168.84,0,0,0.098488
SYN-03967,development,62,-0.1397,48,0,0.8219,2,9872.86,0,0,0.148241
SYN-03968,development,43,0.0215,5,0,0.892,1,346.12,0,0,0.074471
SYN-03969,development,44,0.2451,37,0,1.2322,0,1912.84,0,0,0.056062
SYN-03970,development,54,0.0702,1,0,0.8937,0,1136.84,0,0,0.05799
SYN-03971,development,76,0.0828,38,0,0.9151,1,799.09,0,0,0.090029
SYN-03972,development,20,-0.0923,1,0,0.9281,0,2022.74,0,0,0.079821
SYN-03973,development,42,-0.0849,14,0,1.0816,3,2140.14,0,0,0.091769
SYN-03974,development,30,0.3183,11,0,0.923,1,2253.22,1,137,0.05395
SYN-03975,development,63,0.348,1,1,1.0286,5,2494.6,0,0,0.093483
SYN-03976,development,19,-0.4153,33,0,1.0563,0,760.8,0,0,0.165314
SYN-03977,development,48,0.2094,41,0,1.0012,0,352.91,0,0,0.077139
SYN-03978,development,13,-0.1343,56,0,0.7459,4,2776.39,0,0,0.252111
SYN-03979,development,51,-0.0288,23,0,0.7838,2,1057.2,0,0,0.113864
SYN-03980,development,11,0.0385,3,0,0.9261,1,2890.14,0,0,0.07589
SYN-03981,development,47,-0.5047,25,1,0.7284,2,1206.23,0,0,0.370256
SYN-03982,development,52,-0.1431,34,0,0.7227,3,319.13,0,0,0.170114
SYN-03983,development,57,-0.0006,15,0,0.8205,0,1332.41,0,0,0.081068
SYN-03984,development,5,0.0154,38,0,0.7826,0,3411.13,1,91,0.132594
SYN-03985,development,53,-0.1726,36,0,0.8521,2,807.85,0,0,0.150736
SYN-03986,development,81,0.0603,34,0,0.8415,7,700.78,0,0,0.138412
SYN-03987,development,71,-0.3012,59,0,1.0034,1,1170.91,0,0,0.178884
SYN-03988,development,26,-0.0711,1,0,1.0888,4,4573.18,0,0,0.083692
SYN-03989,development,81,0.4718,11,0,0.744,1,725.5,0,0,0.042334
SYN-03990,development,84,-0.256,1,0,1.1289,0,2385.47,0,0,0.062957
SYN-03991,development,12,0.5944,22,0,1.1201,1,291.16,0,0,0.039518
SYN-03992,development,80,-0.5101,39,0,1.25,1,6830.12,0,0,0.132909
SYN-03993,development,27,-0.0637,25,0,0.6343,0,2038.07,0,0,0.131984
SYN-03994,development,49,-0.177,19,0,0.6689,3,5199.97,0,0,0.147219
SYN-03995,development,21,0.0037,5,0,0.8731,0,1275.85,0,0,0.078277
SYN-03996,development,32,0.3701,17,1,0.9271,1,5409.47,0,0,0.101392
SYN-03997,development,31,0.0293,19,0,1.1229,0,775.6,0,0,0.070041
SYN-03998,development,36,-0.2437,21,0,1.0822,3,1010.66,0,0,0.128103
SYN-03999,development,65,0.2334,28,0,0.9752,3,878.59,0,0,0.073545
SYN-04000,development,58,-0.259,6,0,0.7386,1,1863.39,0,0,0.115312
SYN-04001,holdout,52,-0.1743,23,0,0.867,0,1994.91,0,0,0.109713
SYN-04002,holdout,70,-0.1994,6,1,0.9115,0,3401.48,0,0,0.15225
SYN-04003,holdout,26,-0.3998,13,1,0.9138,2,770.33,0,0,0.281481
SYN-04004,holdout,34,0.5164,39,1,1.0267,4,1198.63,1,134,0.130785
SYN-04005,holdout,57,-0.3264,29,0,0.9932,0,2982.27,0,0,0.12474
SYN-04006,holdout,12,-0.1465,49,0,0.9778,0,874.5,0,0,0.158176
SYN-04007,holdout,76,-0.3477,3,0,0.8266,0,1907.56,0,0,0.099998
SYN-04008,holdout,54,0.2634,33,1,0.8345,0,1269.56,0,0,0.139355
SYN-04009,holdout,22,0.3466,5,0,1.0623,0,858.82,0,0,0.041152
SYN-04010,holdout,77,-0.3172,7,0,1.1288,0,299.79,0,0,0.078506
SYN-04011,holdout,53,-0.0622,14,0,0.7026,0,5295.53,0,0,0.093054
SYN-04012,holdout,34,0.109,12,0,0.9961,0,624.87,0,0,0.06365
SYN-04013,holdout,19,-0.0993,27,0,0.9447,1,1309.64,0,0,0.12069
SYN-04014,holdout,44,-0.437,57,0,0.8635,1,2460.7,0,0,0.247041
SYN-04015,holdout,44,0.3534,13,0,0.8575,2,1779.34,0,0,0.057223
SYN-04016,holdout,6,-0.3662,3,0,1.0953,0,1193.91,0,0,0.108338
SYN-04017,holdout,32,-0.6055,1,0,0.8239,0,723.86,0,0,0.163479
SYN-04018,holdout,10,-0.1971,1,0,1.0787,0,1562.65,0,0,0.084002
SYN-04019,holdout,35,0.3284,1,0,0.8049,1,1224.72,0,0,0.05148
SYN-04020,holdout,52,-0.0154,15,0,0.6422,5,394.71,0,0,0.140353
SYN-04021,holdout,54,0.2212,4,0,0.7735,0,4575.81,0,0,0.05236
SYN-04022,holdout,37,-0.1284,12,0,1.0,2,918.94,0,0,0.098582
SYN-04023,holdout,74,0.0342,7,0,0.7798,3,1513.12,0,0,0.082884
SYN-04024,holdout,83,-0.0132,38,0,0.8513,4,1259.65,0,0,0.127812
SYN-04025,holdout,32,0.1125,7,0,0.947,0,2032.46,0,0,0.061288
SYN-04026,holdout,77,-0.1844,14,0,0.7436,2,487.33,0,0,0.116579
SYN-04027,holdout,24,-0.4544,1,0,0.9647,5,657.93,1,74,0.171987
SYN-04028,holdout,53,-0.1565,25,0,0.7744,0,4559.4,0,0,0.114883
SYN-04029,holdout,39,-0.3312,37,0,0.8584,3,809.5,0,0,0.205743
SYN-04030,holdout,4,0.3058,7,0,0.7533,3,319.86,0,0,0.080365
SYN-04031,holdout,77,0.0295,44,0,1.013,2,1049.6,0,0,0.101738
SYN-04032,holdout,56,0.3454,27,0,0.8303,0,639.53,0,0,0.059954
SYN-04033,holdout,55,0.2464,12,0,0.9691,1,1010.29,0,0,0.05286
SYN-04034,holdout,52,-0.242,32,0,1.0773,0,1372.49,0,0,0.112623
SYN-04035,holdout,73,0.1256,27,0,1.087,0,1311.06,0,0,0.058786
SYN-04036,holdout,56,-0.3511,1,1,1.0989,0,355.34,0,0,0.161749
SYN-04037,holdout,38,-0.2409,45,0,0.7561,0,1503.08,0,0,0.182291
SYN-04038,holdout,65,-0.2658,22,0,0.8363,0,964.08,0,0,0.120394
SYN-04039,holdout,80,0.2362,45,0,1.0318,0,691.86,0,0,0.066413
SYN-04040,holdout,61,0.1729,47,0,0.7793,0,726.32,0,0,0.100821
SYN-04041,holdout,64,0.0512,1,0,0.9832,1,2074.71,0,0,0.055671
SYN-04042,holdout,30,0.2871,69,0,0.95,1,1686.16,0,0,0.11887
SYN-04043,holdout,27,-0.3669,24,0,0.8574,2,3385.12,0,0,0.175813
SYN-04044,holdout,82,0.0188,60,1,1.0121,0,5055.62,1,83,0.192312
SYN-04045,holdout,62,-0.3159,25,0,1.25,7,1300.55,1,82,0.149631
SYN-04046,holdout,62,0.2406,1,1,1.25,0,1880.77,0,0,0.062826
SYN-04047,holdout,40,0.2904,17,0,0.9291,0,1236.39,0,0,0.054672
SYN-04048,holdout,39,-0.5587,10,0,0.8473,1,2869.31,0,0,0.170651
SYN-04049,holdout,57,0.1151,10,1,1.1067,0,329.42,0,0,0.099373
SYN-04050,holdout,32,0.042,47,0,1.0982,0,1789.06,0,0,0.100023
SYN-04051,holdout,17,-0.029,37,1,0.9126,0,3248.39,0,0,0.217976
SYN-04052,holdout,42,0.0479,43,0,0.6424,0,1155.83,0,0,0.13592
SYN-04053,holdout,74,-0.0705,1,0,0.9439,4,2261.38,0,0,0.080577
SYN-04054,holdout,36,0.0017,1,0,0.6718,0,1057.49,0,0,0.08418
SYN-04055,holdout,56,-0.3317,29,0,0.9298,10,6847.59,0,0,0.237457
SYN-04056,holdout,44,-0.305,1,0,0.8212,0,2796.29,1,88,0.104252
SYN-04057,holdout,18,-0.122,50,1,1.1144,1,3688.83,0,0,0.251789
SYN-04058,holdout,78,0.0635,71,0,0.8931,3,1665.49,0,0,0.160019
SYN-04059,holdout,41,-0.3843,42,0,1.0445,1,1842.19,0,0,0.173311
SYN-04060,holdout,54,-0.0012,41,0,0.8382,2,1599.16,0,0,0.129175
SYN-04061,holdout,15,-0.484,31,0,0.7256,0,1147.07,1,79,0.229706
SYN-04062,holdout,77,0.6273,40,0,0.994,6,1720.06,0,0,0.057934
SYN-04063,holdout,36,-0.0229,52,0,0.84,2,1878.63,0,0,0.162057
SYN-04064,holdout,43,0.2305,50,0,0.9232,5,472.09,0,0,0.129733
SYN-04065,holdout,79,0.047,20,0,0.9043,4,2081.58,0,0,0.090063
SYN-04066,holdout,27,-0.0955,1,0,0.984,1,1702.67,0,0,0.079742
SYN-04067,holdout,68,0.2714,7,1,0.9518,0,2571.23,0,0,0.082847
SYN-04068,holdout,24,-0.3792,48,0,1.0836,1,543.05,0,0,0.193725
SYN-04069,holdout,48,-0.2403,54,1,1.0619,3,2026.36,1,89,0.317184
SYN-04070,holdout,32,-0.2807,38,0,0.9814,0,3050.13,0,0,0.14661
SYN-04071,holdout,65,0.3814,10,1,0.6738,3,1111.39,0,0,0.121042
SYN-04072,holdout,40,-0.1991,23,0,0.9774,2,1070.2,1,118,0.125005
SYN-04073,holdout,11,-0.0512,29,0,0.855,1,1143.8,0,0,0.130131
SYN-04074,holdout,5,-0.8616,37,0,0.9184,1,5329.48,1,79,0.330569
SYN-04075,holdout,57,0.239,24,0,0.9759,2,3918.88,0,0,0.063884
SYN-04076,holdout,73,-0.2637,1,0,0.9495,1,1598.36,1,105,0.085134
SYN-04077,holdout,70,-0.2013,60,0,0.9966,3,2489.2,0,0,0.18094
SYN-04078,holdout,44,0.1168,20,0,0.8728,0,832.71,0,0,0.075034
SYN-04079,holdout,16,-0.0379,10,0,1.218,0,4913.23,0,0,0.062702
SYN-04080,holdout,58,-0.2528,6,0,0.8951,4,634.29,0,0,0.124153
SYN-04081,holdout,52,0.0425,1,1,1.0709,1,387.07,0,0,0.109597
SYN-04082,holdout,27,0.2268,17,0,0.8625,2,1172.75,0,0,0.077301
SYN-04083,holdout,61,0.0941,44,0,0.7531,2,4461.98,0,0,0.119904
SYN-04084,holdout,72,-0.2171,22,0,1.049,0,1887.53,0,0,0.08993
SYN-04085,holdout,40,-0.0228,34,1,0.7765,0,531.12,1,58,0.221055
SYN-04086,holdout,66,-0.1703,28,0,1.2203,1,2589.62,0,0,0.085356
SYN-04087,holdout,80,0.0363,39,1,0.7506,1,739.25,1,104,0.204936
SYN-04088,holdout,49,-0.4053,1,0,0.9888,9,3728.16,0,0,0.179536
SYN-04089,holdout,27,-0.4455,18,1,0.8337,1,2215.35,0,0,0.305305
SYN-04090,holdout,38,-0.0382,43,0,0.8884,0,810.58,0,0,0.125222
SYN-04091,holdout,59,0.0021,48,0,0.8229,4,1311.11,0,0,0.159367
SYN-04092,holdout,34,-0.1484,33,0,0.8656,0,1517.39,0,0,0.130368
SYN-04093,holdout,84,0.0878,19,0,1.1906,2,2093.62,0,0,0.054988
SYN-04094,holdout,13,0.215,10,0,0.9947,4,3425.92,0,0,0.075128
SYN-04095,holdout,29,-0.0898,24,0,1.1427,0,180.0,0,0,0.087627
SYN-04096,holdout,68,-0.3027,10,1,0.886,0,2392.95,0,0,0.188381
SYN-04097,holdout,4,0.3081,35,0,0.9415,0,1338.13,1,113,0.078158
SYN-04098,holdout,42,-0.2267,11,0,1.1391,2,685.71,0,0,0.096113
SYN-04099,holdout,5,-0.1875,8,1,0.7788,0,762.13,1,84,0.224173
SYN-04100,holdout,25,-0.3076,12,0,0.875,3,2013.27,0,0,0.152485
SYN-04101,holdout,11,-0.2665,61,0,1.034,3,1613.37,0,0,0.239044
SYN-04102,holdout,10,-0.2962,33,1,1.0521,3,2463.32,0,0,0.307389
SYN-04103,holdout,13,-0.0672,8,0,0.7629,1,3449.56,0,0,0.106148
SYN-04104,holdout,26,0.5741,16,0,1.1657,0,391.21,0,0,0.031264
SYN-04105,holdout,49,-0.0136,21,0,0.7672,0,1083.73,0,0,0.097051
SYN-04106,holdout,61,-0.1834,37,1,0.8108,3,1682.24,1,82,0.28904
SYN-04107,holdout,51,-0.1805,32,0,0.9317,0,582.66,0,0,0.11985
SYN-04108,holdout,21,0.0175,29,0,0.9065,0,1279.69,0,0,0.102119
SYN-04109,holdout,8,-0.2485,47,0,0.9347,1,744.88,0,0,0.195636
SYN-04110,holdout,21,-0.5773,27,0,1.0575,0,1351.56,0,0,0.184018
SYN-04111,holdout,14,0.1446,17,1,0.8819,3,846.89,0,0,0.181132
SYN-04112,holdout,22,0.188,44,0,0.7179,2,614.09,0,0,0.13449
SYN-04113,holdout,40,0.0381,34,0,0.8373,1,2872.07,0,0,0.109414
SYN-04114,holdout,53,0.1906,51,1,1.0193,2,1048.13,0,0,0.185752
SYN-04115,holdout,56,0.2606,51,0,1.0454,4,1747.8,0,0,0.099117
SYN-04116,holdout,71,0.1162,1,0,0.9038,0,2582.26,0,0,0.049144
SYN-04117,holdout,82,0.0934,45,0,1.1855,0,5357.48,0,0,0.065056
SYN-04118,holdout,74,-0.1661,2,0,0.7898,2,3156.78,0,0,0.091499
SYN-04119,holdout,39,0.3634,9,0,0.9997,5,1833.08,0,0,0.059351
SYN-04120,holdout,73,-0.2129,18,0,0.9952,2,1332.2,1,94,0.102605
SYN-04121,holdout,65,-0.1404,28,0,0.8151,1,2729.0,0,0,0.11782
SYN-04122,holdout,5,0.2537,42,0,0.7567,0,447.02,0,0,0.109348
SYN-04123,holdout,72,0.1388,1,0,0.9801,1,1137.07,0,0,0.048456
SYN-04124,holdout,43,-0.3835,32,0,0.8196,5,419.9,0,0,0.237154
SYN-04125,holdout,14,-0.3665,31,0,0.6867,2,518.73,1,91,0.235846
SYN-04126,holdout,68,-0.2065,20,1,0.9364,0,1313.72,0,0,0.183892
SYN-04127,holdout,48,0.2895,3,0,1.0917,2,812.76,0,0,0.043618
SYN-04128,holdout,30,-0.0077,32,0,0.7835,0,2309.31,0,0,0.116204
SYN-04129,holdout,4,0.1914,11,0,0.8583,0,5527.5,0,0,0.067665
SYN-04130,holdout,18,-0.3538,26,0,0.7334,0,2034.12,0,0,0.181681
SYN-04131,holdout,33,0.2217,31,0,1.022,0,1904.6,0,0,0.067941
SYN-04132,holdout,67,-0.8239,28,0,1.2061,0,723.36,0,0,0.188072
SYN-04133,holdout,33,-0.1289,32,0,1.0695,2,790.99,0,0,0.122028
SYN-04134,holdout,15,-0.1074,19,0,0.9866,0,699.53,1,102,0.101597
SYN-04135,holdout,21,0.156,20,0,0.8008,0,896.27,0,0,0.08359
SYN-04136,holdout,45,-0.1169,20,1,1.0223,0,8110.74,0,0,0.154362
SYN-04137,holdout,7,-0.0216,12,0,0.5962,3,685.04,0,0,0.147483
SYN-04138,holdout,76,-0.3499,1,0,0.8764,0,2369.99,0,0,0.092902
SYN-04139,holdout,34,-0.0397,41,0,1.1192,0,1176.9,0,0,0.101077
SYN-04140,holdout,14,0.0152,40,0,0.9042,0,1177.62,0,0,0.121651
SYN-04141,holdout,76,-0.2006,1,0,1.0704,2,5838.89,0,0,0.070118
SYN-04142,holdout,38,0.0323,1,0,0.7314,6,1274.14,0,0,0.11466
SYN-04143,holdout,80,0.1064,37,0,0.92,2,4524.24,0,0,0.086023
SYN-04144,holdout,35,-0.1021,35,0,0.8274,2,1352.33,0,0,0.148326
SYN-04145,holdout,3,0.2361,5,0,0.8706,2,372.24,0,0,0.07221
SYN-04146,holdout,6,-0.0318,3,0,0.6516,1,8645.23,0,0,0.100734
SYN-04147,holdout,33,0.0555,43,0,0.7832,1,743.85,0,0,0.132816
SYN-04148,holdout,16,-0.1352,22,0,0.5257,1,1499.6,0,0,0.170543
SYN-04149,holdout,34,-0.2576,47,0,0.9213,2,1657.64,0,0,0.191224
SYN-04150,holdout,28,0.6729,11,0,0.8256,1,266.32,0,0,0.037523
SYN-04151,holdout,4,0.0017,8,0,1.062,0,1837.65,0,0,0.07328
SYN-04152,holdout,28,-0.2172,33,0,0.9476,2,639.97,0,0,0.15632
SYN-04153,holdout,32,-0.2729,62,0,1.0228,0,860.24,0,0,0.192149
SYN-04154,holdout,77,-0.5643,33,0,1.1061,0,407.69,0,0,0.153231
SYN-04155,holdout,60,-0.1055,1,0,0.8386,2,746.71,0,0,0.087309
SYN-04156,holdout,58,0.2899,14,0,1.2216,1,582.8,0,0,0.040064
SYN-04157,holdout,34,0.0698,1,0,0.7698,0,308.07,0,0,0.071613
SYN-04158,holdout,65,0.062,24,0,1.0664,1,2021.89,0,0,0.069028
SYN-04159,holdout,44,-0.1151,20,0,0.9107,0,1019.24,0,0,0.098379
SYN-04160,holdout,81,-0.2161,12,0,1.0136,1,1952.2,0,0,0.083929
SYN-04161,holdout,67,0.1432,35,0,0.7878,3,915.19,0,0,0.106522
SYN-04162,holdout,82,-0.3163,1,0,0.9806,0,1130.59,0,0,0.08024
SYN-04163,holdout,56,0.0356,33,0,0.9437,0,688.15,0,0,0.088743
SYN-04164,holdout,84,0.0036,37,1,1.0527,5,1473.31,1,68,0.20453
SYN-04165,holdout,16,-0.02,27,0,0.7429,0,4556.4,0,0,0.117886
SYN-04166,holdout,12,-0.1918,12,0,0.9914,0,821.62,0,0,0.104256
SYN-04167,holdout,74,0.4871,1,1,0.8959,5,2224.33,0,0,0.084034
SYN-04168,holdout,3,-0.2016,8,0,0.9813,0,1858.37,0,0,0.103527
SYN-04169,holdout,49,0.2434,1,0,0.7322,2,1688.92,0,0,0.062239
SYN-04170,holdout,4,0.14,44,0,1.062,2,688.84,0,0,0.113963
SYN-04171,holdout,78,-0.3819,8,0,0.9906,10,294.28,0,0,0.188637
SYN-04172,holdout,23,-0.2851,23,0,0.7838,4,777.75,1,58,0.198399
SYN-04173,holdout,50,-0.0208,2,0,0.9726,4,523.51,0,0,0.084221
SYN-04174,holdout,84,-0.086,24,0,0.9268,4,1533.99,0,0,0.109188
SYN-04175,holdout,65,-0.2246,14,0,0.8867,2,2879.44,0,0,0.110201
